delay
0.000335693359375
4.3392181396484375e-05
3.910064697265625e-05
2.6464462280273438e-05
2.7894973754882812e-05
1.9311904907226562e-05
1.8835067749023438e-05
1.7404556274414062e-05
1.7404556274414062e-05
1.71661376953125e-05
1.7404556274414062e-05
1.7404556274414062e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5735626220703125e-05
1.5735626220703125e-05
1.621246337890625e-05
1.52587890625e-05
1.5974044799804688e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.52587890625e-05
1.6450881958007812e-05
2.002716064453125e-05
1.6689300537109375e-05
1.5735626220703125e-05
1.5974044799804688e-05
1.5497207641601562e-05
1.5735626220703125e-05
1.5735626220703125e-05
1.5735626220703125e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5735626220703125e-05
1.5497207641601562e-05
1.52587890625e-05
1.621246337890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.7404556274414062e-05
2.3603439331054688e-05
1.52587890625e-05
1.5497207641601562e-05
1.5974044799804688e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.52587890625e-05
2.765655517578125e-05
1.6689300537109375e-05
2.3126602172851562e-05
2.09808349609375e-05
1.621246337890625e-05
1.621246337890625e-05
1.52587890625e-05
1.5974044799804688e-05
1.52587890625e-05
1.52587890625e-05
1.9311904907226562e-05
2.09808349609375e-05
2.4318695068359375e-05
1.8835067749023438e-05
1.9073486328125e-05
1.8596649169921875e-05
1.7642974853515625e-05
1.8358230590820312e-05
2.0503997802734375e-05
1.9788742065429688e-05
1.811981201171875e-05
1.9311904907226562e-05
2.002716064453125e-05
1.9788742065429688e-05
3.0040740966796875e-05
1.9788742065429688e-05
2.0265579223632812e-05
1.9073486328125e-05
2.1219253540039062e-05
3.790855407714844e-05
2.5272369384765625e-05
2.5033950805664062e-05
2.2172927856445312e-05
3.719329833984375e-05
2.2649765014648438e-05
2.4080276489257812e-05
3.9577484130859375e-05
2.4080276489257812e-05
2.4080276489257812e-05
2.002716064453125e-05
2.0503997802734375e-05
1.9311904907226562e-05
1.9073486328125e-05
2.0742416381835938e-05
2.09808349609375e-05
2.2649765014648438e-05
2.193450927734375e-05
2.0265579223632812e-05
1.7404556274414062e-05
1.52587890625e-05
1.5735626220703125e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5974044799804688e-05
1.52587890625e-05
1.5974044799804688e-05
1.5020370483398438e-05
1.52587890625e-05
1.5497207641601562e-05
1.7881393432617188e-05
4.410743713378906e-05
3.62396240234375e-05
2.288818359375e-05
1.9073486328125e-05
1.9073486328125e-05
1.9073486328125e-05
1.8596649169921875e-05
1.7404556274414062e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.7642974853515625e-05
2.6702880859375e-05
1.7642974853515625e-05
1.71661376953125e-05
1.7642974853515625e-05
1.6927719116210938e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.71661376953125e-05
1.7404556274414062e-05
1.71661376953125e-05
1.71661376953125e-05
1.7404556274414062e-05
1.71661376953125e-05
1.7404556274414062e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7642974853515625e-05
1.6927719116210938e-05
1.7642974853515625e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7642974853515625e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7642974853515625e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7404556274414062e-05
1.6927719116210938e-05
1.6927719116210938e-05
1.71661376953125e-05
1.71661376953125e-05
1.7881393432617188e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7642974853515625e-05
1.6927719116210938e-05
1.8596649169921875e-05
2.1696090698242188e-05
2.6226043701171875e-05
2.1219253540039062e-05
2.193450927734375e-05
2.3126602172851562e-05
1.8358230590820312e-05
1.71661376953125e-05
1.8596649169921875e-05
1.9311904907226562e-05
1.6927719116210938e-05
1.7404556274414062e-05
1.7404556274414062e-05
1.71661376953125e-05
1.811981201171875e-05
1.71661376953125e-05
1.6927719116210938e-05
1.71661376953125e-05
1.71661376953125e-05
1.6927719116210938e-05
2.3126602172851562e-05
1.71661376953125e-05
1.71661376953125e-05
2.574920654296875e-05
2.2649765014648438e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.7404556274414062e-05
1.71661376953125e-05
1.6927719116210938e-05
1.71661376953125e-05
1.71661376953125e-05
1.811981201171875e-05
1.71661376953125e-05
1.7404556274414062e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
1.71661376953125e-05
2.3365020751953125e-05
1.7642974853515625e-05
1.71661376953125e-05
1.6450881958007812e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5735626220703125e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.5735626220703125e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
2.193450927734375e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.9311904907226562e-05
2.1219253540039062e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
2.2172927856445312e-05
1.621246337890625e-05
1.7404556274414062e-05
2.7179718017578125e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.5974044799804688e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.5020370483398438e-05
1.5020370483398438e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.5497207641601562e-05
1.52587890625e-05
1.6450881958007812e-05
1.9073486328125e-05
1.9550323486328125e-05
2.7894973754882812e-05
2.193450927734375e-05
1.52587890625e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.6450881958007812e-05
3.0279159545898438e-05
3.24249267578125e-05
1.5974044799804688e-05
1.5020370483398438e-05
1.5020370483398438e-05
1.52587890625e-05
1.5020370483398438e-05
1.7881393432617188e-05
2.2649765014648438e-05
2.7418136596679688e-05
1.621246337890625e-05
2.3365020751953125e-05
1.6927719116210938e-05
1.5020370483398438e-05
1.5497207641601562e-05
1.52587890625e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.52587890625e-05
1.5020370483398438e-05
1.621246337890625e-05
2.3603439331054688e-05
1.52587890625e-05
1.5497207641601562e-05
1.621246337890625e-05
1.9311904907226562e-05
1.9311904907226562e-05
2.09808349609375e-05
2.1696090698242188e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.5497207641601562e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
1.9073486328125e-05
1.5497207641601562e-05
1.621246337890625e-05
2.8133392333984375e-05
1.5974044799804688e-05
1.8596649169921875e-05
1.8596649169921875e-05
1.621246337890625e-05
1.52587890625e-05
2.5510787963867188e-05
2.0742416381835938e-05
1.52587890625e-05
1.52587890625e-05
1.52587890625e-05
2.6464462280273438e-05
1.52587890625e-05
1.52587890625e-05
2.5272369384765625e-05
1.5020370483398438e-05
1.5497207641601562e-05
1.5020370483398438e-05
1.6689300537109375e-05
2.956390380859375e-05
2.288818359375e-05
2.0265579223632812e-05
1.621246337890625e-05
2.1696090698242188e-05
2.384185791015625e-05
1.9311904907226562e-05
1.5974044799804688e-05
2.6464462280273438e-05
4.3392181396484375e-05
2.5272369384765625e-05
2.3365020751953125e-05
2.09808349609375e-05
2.384185791015625e-05
2.4080276489257812e-05
2.2411346435546875e-05
2.193450927734375e-05
2.1219253540039062e-05
2.1696090698242188e-05
2.6941299438476562e-05
1.9073486328125e-05
2.0503997802734375e-05
2.002716064453125e-05
1.8596649169921875e-05
1.9073486328125e-05
1.9073486328125e-05
1.9073486328125e-05
1.9073486328125e-05
2.6941299438476562e-05
2.002716064453125e-05
1.9311904907226562e-05
1.9550323486328125e-05
1.9073486328125e-05
1.9311904907226562e-05
1.9311904907226562e-05
1.9311904907226562e-05
1.9550323486328125e-05
1.9073486328125e-05
1.9311904907226562e-05
1.9788742065429688e-05
1.9311904907226562e-05
1.9788742065429688e-05
3.0040740966796875e-05
1.9788742065429688e-05
1.9073486328125e-05
1.9550323486328125e-05
1.9311904907226562e-05
1.9073486328125e-05
2.002716064453125e-05
1.9550323486328125e-05
1.9311904907226562e-05
1.9311904907226562e-05
1.8596649169921875e-05
1.7404556274414062e-05
2.574920654296875e-05
2.6464462280273438e-05
1.811981201171875e-05
1.7404556274414062e-05
1.7404556274414062e-05
1.7881393432617188e-05
1.8358230590820312e-05
1.8596649169921875e-05
2.8848648071289062e-05
1.7642974853515625e-05
1.8358230590820312e-05
1.7642974853515625e-05
1.7404556274414062e-05
1.7642974853515625e-05
2.002716064453125e-05
2.47955322265625e-05
2.8371810913085938e-05
1.8358230590820312e-05
1.7881393432617188e-05
1.7404556274414062e-05
1.7881393432617188e-05
1.8835067749023438e-05
1.7404556274414062e-05
1.811981201171875e-05
1.7881393432617188e-05
1.7881393432617188e-05
1.7642974853515625e-05
2.193450927734375e-05
1.811981201171875e-05
1.8358230590820312e-05
1.8835067749023438e-05
1.7642974853515625e-05
1.811981201171875e-05
1.8596649169921875e-05
3.266334533691406e-05
1.8358230590820312e-05
1.8358230590820312e-05
2.6226043701171875e-05
1.8596649169921875e-05
2.0742416381835938e-05
2.2172927856445312e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.8596649169921875e-05
1.811981201171875e-05
1.7642974853515625e-05
1.811981201171875e-05
1.8358230590820312e-05
2.1457672119140625e-05
1.7404556274414062e-05
2.4080276489257812e-05
1.9550323486328125e-05
2.4080276489257812e-05
1.811981201171875e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.7642974853515625e-05
2.2172927856445312e-05
2.384185791015625e-05
1.7642974853515625e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.7404556274414062e-05
1.7881393432617188e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.811981201171875e-05
1.811981201171875e-05
1.7642974853515625e-05
1.7881393432617188e-05
3.075599670410156e-05
2.8133392333984375e-05
1.7881393432617188e-05
1.8358230590820312e-05
2.0742416381835938e-05
1.7404556274414062e-05
2.8371810913085938e-05
1.7881393432617188e-05
1.811981201171875e-05
1.7404556274414062e-05
1.811981201171875e-05
1.7642974853515625e-05
1.7881393432617188e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.7881393432617188e-05
1.7881393432617188e-05
1.8358230590820312e-05
1.7881393432617188e-05
1.7642974853515625e-05
2.4557113647460938e-05
1.7642974853515625e-05
1.7642974853515625e-05
1.811981201171875e-05
1.7881393432617188e-05
1.7642974853515625e-05
1.7642974853515625e-05
2.5272369384765625e-05
2.288818359375e-05
1.811981201171875e-05
1.7642974853515625e-05
